architecture,Hillsgrove Covered Bridge,https://en.wikipedia.org/wiki/Hillsgrove_Covered_Bridge,Seed,0.0
architecture,Forksville Covered Bridge,https://en.wikipedia.org/wiki/Forksville_Covered_Bridge,Recommendation,0.0
architecture,Sonestown Covered Bridge,https://en.wikipedia.org/wiki/Sonestown_Covered_Bridge,Recommendation,0.0
architecture,"Hillsgrove, Pennsylvania",https://en.wikipedia.org/wiki/Hillsgrove%2C_Pennsylvania,Recommendation,0.0
architecture,Big Duck,https://en.wikipedia.org/wiki/Big_Duck,Seed,0.0
architecture,Miner's Hat,https://en.wikipedia.org/wiki/Miner%27s_Hat,Recommendation,0.0
architecture,Big Duck Ranch,https://en.wikipedia.org/wiki/Big_Duck_Ranch,Recommendation,0.0
architecture,Novelty architecture,https://en.wikipedia.org/wiki/Novelty_architecture,Recommendation,0.0
architecture,Gorgas–Manly Historic District,https://en.wikipedia.org/wiki/Gorgas%E2%80%93Manly_Historic_District,Seed,0.0
architecture,University of Alabama Quad,https://en.wikipedia.org/wiki/University_of_Alabama_Quad,Recommendation,0.0
architecture,History of the University of Alabama,https://en.wikipedia.org/wiki/History_of_the_University_of_Alabama,Recommendation,0.0
architecture,Landon Garland,https://en.wikipedia.org/wiki/Landon_Garland,Recommendation,0.0
architecture,Clemuel Ricketts Mansion,https://en.wikipedia.org/wiki/Clemuel_Ricketts_Mansion,Seed,0.0
architecture,Ganoga Lake,https://en.wikipedia.org/wiki/Ganoga_Lake,Recommendation,0.0
architecture,Waterfalls in Ricketts Glen State Park,https://en.wikipedia.org/wiki/Waterfalls_in_Ricketts_Glen_State_Park,Recommendation,0.0
architecture,"Ricketts, Pennsylvania",https://en.wikipedia.org/wiki/Ricketts%2C_Pennsylvania,Recommendation,0.14
architecture,Plunketts Creek Bridge No. 3,https://en.wikipedia.org/wiki/Plunketts_Creek_Bridge_No._3,Seed,0.0
architecture,Plunketts Creek (Loyalsock Creek tributary),https://en.wikipedia.org/wiki/Plunketts_Creek_%28Loyalsock_Creek_tributary%29,Recommendation,0.0
architecture,"Plunketts Creek Township, Pennsylvania",https://en.wikipedia.org/wiki/Plunketts_Creek_Township%2C_Pennsylvania,Recommendation,0.0
architecture,Loyalsock Creek,https://en.wikipedia.org/wiki/Loyalsock_Creek,Recommendation,0.0
architecture,Cogan House Covered Bridge,https://en.wikipedia.org/wiki/Cogan_House_Covered_Bridge,Seed,0.0
architecture,Larrys Creek,https://en.wikipedia.org/wiki/Larrys_Creek,Recommendation,0.0
architecture,"Cogan House Township, Lycoming County, Pennsylvania",https://en.wikipedia.org/wiki/Cogan_House_Township%2C_Lycoming_County%2C_Pennsylvania,Recommendation,0.0
architecture,Buttonwood Covered Bridge,https://en.wikipedia.org/wiki/Buttonwood_Covered_Bridge,Recommendation,0.14
architecture,Prairie Avenue,https://en.wikipedia.org/wiki/Prairie_Avenue,Seed,0.0
architecture,"Near South Side, Chicago",https://en.wikipedia.org/wiki/Near_South_Side%2C_Chicago,Recommendation,0.0
